word num,number,word,"factor 1 - positive (happy, fun, bright vs. sad, boring, dark)","factor 2 - ordinary (cheap, basic, common vs. expensive, fancy, rare)","factor 3 - put together (organized, proper, sane vs. chaotic, scandalous, crazy)","factor 4 - little (small, quiet, thin vs. large, loud, thick)","factor 5 - smooth (soft, chewy, rounded vs hard, crunchy, angular)","1 : [-small-, -large-]","2 : [-angular-, -rounded-]","3 : [-fast-, -slow-]","4 : [-bright-, -dark-]","5 : [-sophisticated-, -rugged-]","6 : [-short-term-, -long-term-]","7 : [-happy-, -sad-]","8 : [-masculine-, -feminine-]","9 : [-few-, -many-]","10 : [-low-tech-, -high-tech-]","11 : [-cheap-, -expensive-]","12 : [-colorful-, -monochrome-]","13 : [-sharp-, -blunt-]","14 : [-old-, -new-]","15 : [-emotional-, -logical-]","16 : [-angry-, -calm-]","17 : [-linear-, -circular-]","18 : [-loud-, -quiet-]","19 : [-bad-, -good-]","20 : [-friendly-, -hostile-]","21 : [-social-, -recusive-]","22 : [-industrial-, -domestic-]","23 : [-angelic-, -demonic-]","24 : [-organized-, -chaotic-]","25 : [-human-, -animal-]","26 : [-lewd-, -tasteful-]","27 : [-proper-, -scandalous-]","28 : [-healthy-, -sick-]","29 : [-near-, -far-]","30 : [-important-, -irrelevant-]","31 : [-dead-, -alive-]","32 : [-weird-, -normal-]"
W#487," ""487"" ", millire,0.49,0.23,0.44,0.59,0.52,0.5,0.457,0.368,0.329,0.258,0.639,0.636,0.494,0.83,0.761,0.852,0.567,0.36,0.321,0.57,0.415,0.364,0.606,0.51,0.566,0.539,0.378,0.545,0.461,0.632,0.557,0.536,0.587,0.679,0.494,0.523,0.365
W#84,84, ngog,0.34,0.61,0.25,0.35,0.52,0.577,0.615,0.771,0.779,0.738,0.395,0.653,0.197,0.574,0.298,0.348,0.683,0.809,0.249,0.554,0.346,0.672,0.397,0.31,0.634,0.71,0.466,0.776,0.781,0.792,0.28,0.675,0.853,0.512,0.843,0.216,0.185
W#516," ""516"" ", yunnok,0.5,0.55,0.36,0.39,0.52,0.519,0.489,0.545,0.516,0.663,0.353,0.438,0.486,0.538,0.349,0.409,0.595,0.505,0.4,0.626,0.383,0.469,0.393,0.395,0.591,0.569,0.59,0.648,0.688,0.699,0.333,0.597,0.73,0.657,0.622,0.323,0.232
W#123,123, thaf,0.35,0.62,0.31,0.35,0.52,0.554,0.481,0.42,0.679,0.633,0.314,0.631,0.303,0.384,0.427,0.316,0.645,0.554,0.233,0.512,0.403,0.361,0.346,0.279,0.637,0.656,0.453,0.669,0.725,0.659,0.419,0.681,0.724,0.69,0.72,0.381,0.329
W#402," ""402"" ", roce,0.48,0.37,0.43,0.4,0.52,0.557,0.699,0.375,0.464,0.467,0.39,0.506,0.578,0.536,0.538,0.679,0.421,0.403,0.41,0.457,0.526,0.747,0.354,0.506,0.625,0.52,0.518,0.595,0.616,0.598,0.541,0.514,0.609,0.442,0.586,0.443,0.315
W#415," ""415"" ", ferp,0.48,0.66,0.38,0.52,0.52,0.258,0.443,0.487,0.465,0.694,0.206,0.557,0.569,0.333,0.292,0.173,0.566,0.5,0.426,0.407,0.337,0.585,0.45,0.295,0.462,0.595,0.584,0.596,0.662,0.832,0.317,0.532,0.818,0.654,0.75,0.308,0.154
W#2,2, bogr,0.25,0.64,0.22,0.18,0.52,0.79,0.667,0.765,0.751,0.85,0.446,0.756,0.071,0.594,0.26,0.271,0.671,0.774,0.215,0.562,0.212,0.688,0.193,0.193,0.691,0.755,0.5,0.887,0.856,0.798,0.211,0.712,0.921,0.666,0.795,0.198,0.148
W#80,80, mod,0.4,0.53,0.62,0.48,0.52,0.465,0.62,0.472,0.671,0.374,0.308,0.56,0.258,0.685,0.778,0.59,0.667,0.689,0.645,0.607,0.512,0.617,0.6,0.595,0.497,0.474,0.411,0.674,0.288,0.413,0.416,0.339,0.504,0.414,0.435,0.402,0.467
W#78,78, lud,0.29,0.67,0.33,0.25,0.52,0.678,0.604,0.771,0.691,0.776,0.5,0.741,0.261,0.557,0.165,0.336,0.747,0.824,0.221,0.59,0.497,0.433,0.229,0.404,0.523,0.686,0.469,0.737,0.653,0.588,0.214,0.674,0.82,0.549,0.697,0.222,0.212
W#385," ""385"" ", wult,0.26,0.51,0.37,0.46,0.51,0.459,0.548,0.701,0.686,0.693,0.391,0.813,0.31,0.482,0.323,0.443,0.632,0.687,0.156,0.385,0.475,0.61,0.526,0.303,0.686,0.772,0.427,0.768,0.575,0.774,0.333,0.563,0.781,0.514,0.653,0.203,0.29
W#548," ""548"" ", brewtine,0.5,0.5,0.46,0.48,0.51,0.495,0.564,0.6,0.506,0.582,0.466,0.435,0.256,0.537,0.531,0.552,0.532,0.512,0.372,0.476,0.48,0.594,0.493,0.581,0.383,0.377,0.456,0.56,0.544,0.684,0.567,0.456,0.543,0.488,0.531,0.449,0.373
W#173,173, fupter,0.48,0.54,0.27,0.31,0.51,0.638,0.467,0.396,0.586,0.599,0.434,0.507,0.367,0.6,0.361,0.331,0.458,0.635,0.353,0.507,0.225,0.58,0.32,0.283,0.509,0.623,0.374,0.642,0.802,0.692,0.347,0.661,0.724,0.754,0.685,0.357,0.235
W#1,1, bod,0.38,0.66,0.49,0.28,0.51,0.685,0.746,0.713,0.567,0.676,0.308,0.628,0.232,0.462,0.374,0.466,0.673,0.693,0.314,0.574,0.55,0.744,0.352,0.359,0.383,0.444,0.605,0.658,0.539,0.246,0.342,0.55,0.453,0.356,0.607,0.403,0.466
W#96,96, sach,0.36,0.57,0.43,0.54,0.51,0.386,0.541,0.466,0.58,0.51,0.239,0.716,0.36,0.603,0.408,0.382,0.587,0.482,0.265,0.552,0.542,0.593,0.564,0.308,0.595,0.504,0.478,0.617,0.55,0.595,0.476,0.55,0.785,0.48,0.688,0.244,0.395
W#341," ""341"" ", busar,0.45,0.4,0.35,0.19,0.51,0.832,0.647,0.4,0.444,0.623,0.538,0.605,0.236,0.753,0.452,0.578,0.373,0.566,0.307,0.443,0.306,0.694,0.221,0.331,0.598,0.477,0.408,0.772,0.583,0.588,0.47,0.592,0.645,0.625,0.541,0.493,0.309
W#377," ""377"" ", renuit,0.47,0.42,0.59,0.66,0.51,0.365,0.633,0.364,0.476,0.36,0.452,0.467,0.455,0.56,0.57,0.594,0.549,0.411,0.66,0.598,0.553,0.534,0.736,0.632,0.433,0.649,0.411,0.481,0.307,0.555,0.613,0.387,0.439,0.429,0.485,0.686,0.451
W#214,214, neez,0.54,0.56,0.35,0.67,0.51,0.152,0.434,0.408,0.377,0.505,0.366,0.486,0.529,0.427,0.407,0.332,0.629,0.373,0.604,0.424,0.443,0.317,0.475,0.432,0.477,0.563,0.564,0.766,0.561,0.534,0.294,0.72,0.801,0.255,0.672,0.322,0.308
W#349," ""349"" ", giddin,0.76,0.51,0.3,0.49,0.51,0.365,0.521,0.223,0.414,0.638,0.259,0.132,0.432,0.614,0.392,0.409,0.296,0.554,0.463,0.265,0.489,0.527,0.413,0.767,0.21,0.276,0.561,0.553,0.652,0.682,0.412,0.643,0.5,0.425,0.667,0.592,0.278
W#73,73, hish,0.47,0.47,0.25,0.71,0.51,0.311,0.404,0.329,0.453,0.59,0.205,0.459,0.463,0.38,0.511,0.463,0.683,0.279,0.378,0.32,0.331,0.385,0.833,0.232,0.746,0.676,0.522,0.753,0.727,0.656,0.32,0.732,0.695,0.418,0.854,0.427,0.224
W#274," ""274"" ", gutsup,0.49,0.52,0.28,0.25,0.51,0.731,0.58,0.367,0.523,0.691,0.381,0.627,0.129,0.723,0.409,0.409,0.481,0.534,0.324,0.259,0.257,0.691,0.316,0.465,0.509,0.443,0.395,0.772,0.761,0.705,0.412,0.669,0.776,0.474,0.672,0.37,0.189
W#577," ""577"" ", waratel,0.43,0.48,0.34,0.45,0.51,0.54,0.515,0.66,0.523,0.579,0.444,0.667,0.316,0.695,0.471,0.556,0.523,0.447,0.3,0.467,0.395,0.651,0.415,0.325,0.752,0.613,0.367,0.671,0.674,0.805,0.469,0.632,0.673,0.608,0.565,0.323,0.216
W#47,47, fis,0.56,0.55,0.39,0.7,0.51,0.217,0.484,0.181,0.377,0.331,0.202,0.52,0.592,0.345,0.525,0.417,0.519,0.394,0.517,0.5,0.311,0.413,0.643,0.382,0.536,0.6,0.537,0.543,0.667,0.739,0.381,0.545,0.741,0.505,0.619,0.488,0.296
W#71,71, hih,0.68,0.52,0.36,0.64,0.51,0.419,0.419,0.279,0.271,0.551,0.252,0.26,0.474,0.387,0.718,0.41,0.545,0.429,0.538,0.38,0.497,0.43,0.636,0.538,0.446,0.556,0.566,0.533,0.689,0.45,0.352,0.623,0.557,0.356,0.737,0.471,0.351
W#135,135, tog,0.37,0.69,0.39,0.33,0.51,0.5,0.559,0.701,0.71,0.754,0.393,0.655,0.121,0.463,0.347,0.35,0.775,0.77,0.196,0.605,0.419,0.487,0.341,0.417,0.55,0.583,0.44,0.753,0.603,0.818,0.394,0.568,0.765,0.58,0.661,0.289,0.337
W#14,14, chas,0.58,0.47,0.34,0.41,0.51,0.5,0.509,0.249,0.427,0.511,0.217,0.434,0.293,0.552,0.488,0.474,0.417,0.336,0.409,0.373,0.425,0.677,0.358,0.464,0.592,0.438,0.482,0.595,0.749,0.596,0.375,0.556,0.661,0.672,0.694,0.505,0.429
W#280," ""280"" ", pursip,0.55,0.39,0.55,0.7,0.5,0.235,0.536,0.324,0.402,0.325,0.354,0.411,0.682,0.438,0.459,0.611,0.449,0.439,0.432,0.5,0.485,0.63,0.762,0.483,0.459,0.543,0.57,0.509,0.342,0.697,0.635,0.48,0.7,0.445,0.426,0.511,0.324
W#251," ""251"" ", rupo,0.5,0.46,0.33,0.36,0.5,0.559,0.712,0.365,0.568,0.691,0.282,0.544,0.219,0.608,0.368,0.463,0.357,0.533,0.314,0.519,0.313,0.669,0.289,0.413,0.54,0.575,0.423,0.741,0.708,0.681,0.442,0.571,0.627,0.427,0.504,0.311,0.242
W#381," ""381"" ", wex,0.49,0.43,0.32,0.47,0.5,0.402,0.354,0.324,0.38,0.574,0.215,0.678,0.505,0.561,0.585,0.489,0.5,0.337,0.387,0.562,0.332,0.492,0.481,0.273,0.733,0.591,0.421,0.747,0.622,0.688,0.358,0.696,0.779,0.609,0.693,0.267,0.178
W#272," ""272"" ", sutsip,0.46,0.57,0.4,0.72,0.5,0.204,0.374,0.361,0.467,0.39,0.224,0.609,0.596,0.492,0.391,0.374,0.529,0.343,0.343,0.452,0.465,0.586,0.781,0.374,0.545,0.518,0.523,0.708,0.547,0.661,0.527,0.629,0.75,0.478,0.732,0.46,0.312
W#134,134, thup,0.38,0.72,0.36,0.28,0.5,0.561,0.652,0.513,0.691,0.817,0.226,0.633,0.218,0.422,0.267,0.202,0.658,0.745,0.261,0.43,0.286,0.521,0.256,0.345,0.593,0.646,0.412,0.684,0.655,0.688,0.293,0.627,0.73,0.426,0.752,0.222,0.35
W#348," ""348"" ", futoral,0.43,0.38,0.45,0.38,0.5,0.62,0.516,0.388,0.488,0.317,0.722,0.608,0.511,0.553,0.619,0.598,0.371,0.555,0.545,0.654,0.385,0.594,0.421,0.439,0.647,0.57,0.397,0.458,0.504,0.647,0.496,0.504,0.572,0.682,0.5,0.361,0.367
W#306," ""306"" ", prolan,0.52,0.48,0.65,0.37,0.5,0.764,0.472,0.594,0.276,0.325,0.826,0.537,0.344,0.664,0.66,0.653,0.62,0.564,0.43,0.718,0.628,0.35,0.414,0.658,0.463,0.384,0.382,0.424,0.291,0.428,0.507,0.361,0.346,0.617,0.336,0.647,0.598
W#248,248, yig,0.61,0.59,0.3,0.41,0.5,0.478,0.42,0.311,0.383,0.676,0.297,0.318,0.551,0.441,0.387,0.304,0.536,0.522,0.369,0.505,0.405,0.547,0.351,0.491,0.442,0.434,0.496,0.682,0.613,0.78,0.266,0.704,0.775,0.383,0.705,0.541,0.222
W#229,229, cyn,0.45,0.46,0.44,0.73,0.5,0.221,0.492,0.235,0.36,0.278,0.237,0.78,0.693,0.344,0.694,0.522,0.393,0.237,0.443,0.538,0.571,0.733,0.648,0.327,0.661,0.614,0.345,0.68,0.634,0.52,0.377,0.634,0.726,0.376,0.579,0.373,0.418
W#313," ""313"" ", hanufis,0.54,0.32,0.28,0.39,0.5,0.694,0.466,0.505,0.57,0.425,0.554,0.429,0.35,0.712,0.514,0.688,0.373,0.494,0.345,0.47,0.364,0.555,0.467,0.32,0.624,0.664,0.576,0.704,0.772,0.573,0.478,0.648,0.525,0.579,0.609,0.364,0.275
W#466," ""466"" ", afapengu,0.58,0.25,0.26,0.4,0.5,0.571,0.4,0.344,0.5,0.476,0.661,0.441,0.556,0.731,0.384,0.672,0.333,0.514,0.431,0.434,0.359,0.644,0.398,0.384,0.419,0.592,0.618,0.545,0.695,0.841,0.457,0.762,0.654,0.772,0.671,0.443,0.213
W#100,100, sath,0.3,0.43,0.41,0.53,0.5,0.441,0.407,0.509,0.683,0.424,0.284,0.784,0.446,0.421,0.507,0.63,0.704,0.366,0.25,0.45,0.449,0.467,0.574,0.238,0.759,0.544,0.483,0.765,0.618,0.621,0.37,0.673,0.725,0.631,0.646,0.273,0.351
W#581," ""581"" ", mizule,0.4,0.45,0.34,0.73,0.5,0.177,0.372,0.527,0.462,0.474,0.239,0.698,0.414,0.442,0.427,0.482,0.516,0.391,0.397,0.516,0.604,0.462,0.749,0.479,0.562,0.576,0.522,0.583,0.645,0.788,0.43,0.625,0.685,0.351,0.663,0.31,0.237
W#70,70, hif,0.6,0.51,0.39,0.53,0.5,0.43,0.467,0.233,0.388,0.551,0.209,0.355,0.381,0.393,0.683,0.421,0.567,0.431,0.442,0.405,0.328,0.432,0.641,0.416,0.623,0.659,0.54,0.687,0.634,0.562,0.361,0.505,0.584,0.491,0.75,0.481,0.337
W#526," ""526"" ", aferraron,0.54,0.28,0.34,0.37,0.5,0.653,0.46,0.312,0.439,0.393,0.642,0.441,0.412,0.616,0.577,0.771,0.488,0.449,0.411,0.459,0.269,0.617,0.386,0.38,0.62,0.602,0.489,0.545,0.6,0.691,0.512,0.699,0.532,0.777,0.543,0.473,0.291
W#65,65, hef,0.5,0.52,0.37,0.4,0.5,0.69,0.547,0.421,0.509,0.722,0.287,0.417,0.39,0.508,0.569,0.609,0.668,0.62,0.273,0.485,0.263,0.425,0.537,0.32,0.592,0.578,0.45,0.681,0.629,0.606,0.328,0.57,0.417,0.619,0.624,0.35,0.352
W#589," ""589"" ", pounit,0.4,0.45,0.47,0.58,0.49,0.2,0.451,0.5,0.46,0.494,0.244,0.67,0.587,0.442,0.346,0.476,0.679,0.458,0.417,0.548,0.47,0.517,0.554,0.349,0.562,0.632,0.566,0.622,0.444,0.725,0.427,0.5,0.68,0.478,0.487,0.379,0.368
W#157,157, cuer,0.44,0.43,0.52,0.59,0.49,0.304,0.545,0.518,0.49,0.405,0.487,0.669,0.48,0.346,0.516,0.522,0.385,0.391,0.481,0.478,0.542,0.683,0.667,0.561,0.492,0.629,0.443,0.577,0.497,0.679,0.412,0.397,0.532,0.389,0.491,0.625,0.265
W#423," ""423"" ", husser,0.44,0.56,0.22,0.39,0.49,0.717,0.479,0.152,0.636,0.727,0.36,0.575,0.267,0.669,0.467,0.391,0.58,0.463,0.306,0.481,0.212,0.543,0.594,0.186,0.743,0.34,0.506,0.811,0.759,0.605,0.342,0.801,0.58,0.625,0.657,0.427,0.262
W#184,184, huft,0.28,0.56,0.37,0.29,0.49,0.738,0.586,0.43,0.733,0.742,0.284,0.671,0.175,0.638,0.408,0.484,0.677,0.679,0.175,0.373,0.253,0.604,0.453,0.234,0.718,0.752,0.444,0.695,0.697,0.648,0.37,0.628,0.619,0.615,0.738,0.34,0.345
W#535," ""535"" ", werradith,0.34,0.35,0.31,0.39,0.49,0.659,0.566,0.452,0.6,0.542,0.624,0.689,0.675,0.576,0.441,0.615,0.519,0.531,0.187,0.446,0.344,0.608,0.5,0.33,0.684,0.724,0.344,0.731,0.708,0.684,0.396,0.658,0.611,0.7,0.543,0.322,0.164
W#565," ""565"" ", norrisology,0.37,0.33,0.49,0.4,0.49,0.615,0.452,0.579,0.625,0.28,0.646,0.636,0.333,0.695,0.527,0.694,0.624,0.435,0.329,0.541,0.463,0.57,0.33,0.426,0.522,0.541,0.527,0.615,0.468,0.527,0.485,0.464,0.519,0.495,0.512,0.285,0.322
W#138,138, voil,0.31,0.41,0.28,0.51,0.49,0.473,0.565,0.447,0.695,0.415,0.497,0.718,0.494,0.545,0.551,0.589,0.515,0.344,0.336,0.504,0.262,0.6,0.356,0.227,0.782,0.735,0.373,0.789,0.734,0.652,0.297,0.777,0.844,0.645,0.623,0.448,0.317
W#340," ""340"" ", ambut,0.47,0.52,0.46,0.42,0.49,0.481,0.5,0.589,0.453,0.57,0.301,0.617,0.335,0.633,0.453,0.539,0.622,0.642,0.362,0.584,0.41,0.628,0.492,0.457,0.538,0.558,0.492,0.555,0.527,0.63,0.423,0.488,0.584,0.427,0.64,0.446,0.333
W#537," ""537"" ", eraow,0.43,0.33,0.32,0.42,0.49,0.553,0.425,0.596,0.586,0.443,0.413,0.554,0.495,0.472,0.316,0.592,0.61,0.37,0.365,0.375,0.337,0.477,0.319,0.25,0.675,0.661,0.566,0.632,0.681,0.794,0.326,0.602,0.74,0.568,0.706,0.405,0.123
W#447," ""447"" ", quh,0.3,0.59,0.33,0.6,0.49,0.365,0.537,0.582,0.592,0.635,0.196,0.725,0.512,0.253,0.331,0.405,0.635,0.633,0.434,0.484,0.629,0.58,0.744,0.464,0.604,0.7,0.483,0.639,0.733,0.692,0.391,0.493,0.797,0.478,0.822,0.26,0.261
W#67,67, hesh,0.38,0.54,0.31,0.56,0.49,0.445,0.426,0.335,0.573,0.569,0.231,0.605,0.424,0.564,0.471,0.415,0.574,0.385,0.391,0.352,0.37,0.414,0.725,0.302,0.689,0.658,0.522,0.745,0.695,0.579,0.354,0.73,0.598,0.441,0.701,0.293,0.33
W#357," ""357"" ", fazo,0.64,0.36,0.21,0.35,0.49,0.635,0.43,0.179,0.348,0.385,0.342,0.415,0.308,0.46,0.606,0.544,0.35,0.319,0.445,0.404,0.277,0.532,0.328,0.397,0.55,0.444,0.496,0.656,0.743,0.591,0.568,0.745,0.703,0.778,0.667,0.494,0.251
W#420," ""420"" ", vegul,0.35,0.4,0.32,0.49,0.49,0.442,0.351,0.438,0.643,0.595,0.488,0.65,0.522,0.393,0.396,0.567,0.506,0.471,0.246,0.583,0.411,0.553,0.381,0.41,0.753,0.663,0.571,0.697,0.611,0.822,0.329,0.749,0.685,0.694,0.607,0.344,0.371
W#332," ""332"" ", inog,0.26,0.55,0.38,0.49,0.49,0.453,0.539,0.663,0.722,0.664,0.472,0.702,0.351,0.492,0.342,0.33,0.729,0.712,0.289,0.742,0.436,0.554,0.579,0.364,0.587,0.744,0.436,0.757,0.639,0.703,0.286,0.55,0.78,0.446,0.753,0.325,0.262
W#595," ""595"" ", wetchop,0.38,0.62,0.21,0.36,0.48,0.5,0.329,0.341,0.554,0.792,0.225,0.687,0.444,0.541,0.333,0.255,0.573,0.526,0.277,0.306,0.293,0.467,0.333,0.23,0.649,0.633,0.469,0.785,0.771,0.718,0.304,0.769,0.753,0.425,0.69,0.245,0.19
W#63,63, hath,0.44,0.5,0.52,0.43,0.48,0.557,0.443,0.364,0.599,0.483,0.383,0.522,0.402,0.665,0.507,0.446,0.667,0.492,0.224,0.54,0.3,0.449,0.521,0.385,0.691,0.651,0.641,0.526,0.535,0.455,0.446,0.396,0.537,0.5,0.422,0.461,0.564
W#569," ""569"" ", mizuxe,0.5,0.27,0.25,0.51,0.48,0.393,0.318,0.376,0.481,0.394,0.314,0.602,0.578,0.681,0.662,0.713,0.33,0.344,0.473,0.386,0.425,0.566,0.475,0.354,0.593,0.469,0.432,0.688,0.686,0.683,0.524,0.767,0.748,0.545,0.609,0.368,0.144
W#77,77, lod,0.32,0.66,0.42,0.24,0.48,0.745,0.65,0.777,0.591,0.662,0.667,0.75,0.208,0.728,0.184,0.454,0.684,0.757,0.203,0.669,0.472,0.527,0.304,0.331,0.481,0.599,0.406,0.528,0.619,0.574,0.238,0.552,0.763,0.7,0.685,0.304,0.305
W#87,87, ngud,0.3,0.59,0.4,0.44,0.48,0.494,0.442,0.764,0.749,0.805,0.35,0.719,0.261,0.439,0.253,0.357,0.643,0.81,0.402,0.5,0.342,0.613,0.577,0.481,0.678,0.632,0.378,0.697,0.683,0.667,0.306,0.586,0.795,0.467,0.762,0.194,0.263
W#520," ""520"" ", dord,0.16,0.66,0.46,0.43,0.48,0.443,0.637,0.833,0.842,0.716,0.241,0.8,0.173,0.477,0.224,0.23,0.845,0.749,0.105,0.604,0.505,0.65,0.468,0.33,0.659,0.778,0.506,0.72,0.477,0.639,0.189,0.558,0.793,0.493,0.746,0.154,0.226
W#39,39, fash,0.72,0.33,0.28,0.41,0.48,0.526,0.462,0.14,0.155,0.285,0.191,0.365,0.603,0.618,0.762,0.69,0.301,0.215,0.786,0.333,0.223,0.311,0.264,0.383,0.647,0.341,0.401,0.633,0.72,0.606,0.454,0.694,0.69,0.519,0.622,0.494,0.348
W#424," ""424"" ", husseg,0.43,0.47,0.3,0.25,0.48,0.812,0.523,0.43,0.617,0.603,0.516,0.469,0.24,0.71,0.436,0.553,0.628,0.607,0.208,0.468,0.305,0.642,0.422,0.481,0.656,0.556,0.537,0.656,0.733,0.462,0.318,0.71,0.636,0.488,0.675,0.336,0.301
W#596," ""596"" ", vacso,0.52,0.43,0.35,0.35,0.48,0.663,0.494,0.286,0.419,0.488,0.383,0.512,0.27,0.695,0.667,0.589,0.416,0.355,0.398,0.609,0.415,0.658,0.378,0.397,0.565,0.585,0.393,0.602,0.575,0.648,0.31,0.633,0.667,0.639,0.438,0.393,0.31
W#125,125, thas,0.56,0.49,0.5,0.38,0.48,0.647,0.454,0.234,0.453,0.374,0.371,0.547,0.477,0.636,0.41,0.531,0.662,0.421,0.309,0.695,0.524,0.376,0.489,0.466,0.53,0.488,0.452,0.507,0.488,0.485,0.514,0.442,0.588,0.66,0.504,0.506,0.566
W#94,94, rop,0.44,0.68,0.35,0.34,0.48,0.486,0.685,0.414,0.555,0.805,0.222,0.614,0.235,0.538,0.274,0.262,0.576,0.673,0.261,0.583,0.223,0.657,0.217,0.304,0.719,0.604,0.432,0.799,0.732,0.759,0.246,0.569,0.784,0.535,0.707,0.221,0.397
W#281," ""281"" ", zay,0.68,0.37,0.39,0.59,0.48,0.388,0.307,0.305,0.284,0.538,0.31,0.339,0.5,0.492,0.647,0.693,0.427,0.336,0.651,0.417,0.636,0.395,0.504,0.566,0.372,0.445,0.549,0.556,0.493,0.606,0.577,0.691,0.512,0.603,0.625,0.56,0.247
W#560," ""560"" ", sertave,0.4,0.36,0.59,0.49,0.48,0.49,0.378,0.52,0.524,0.402,0.28,0.602,0.43,0.563,0.559,0.647,0.46,0.277,0.38,0.589,0.591,0.592,0.539,0.629,0.645,0.483,0.529,0.571,0.325,0.608,0.626,0.405,0.583,0.536,0.325,0.442,0.354
W#435," ""435"" ", vofit,0.41,0.38,0.41,0.45,0.48,0.594,0.466,0.244,0.574,0.473,0.341,0.608,0.533,0.563,0.644,0.645,0.36,0.403,0.538,0.604,0.191,0.46,0.519,0.361,0.79,0.602,0.387,0.77,0.564,0.742,0.319,0.538,0.662,0.674,0.553,0.527,0.345
W#459," ""459"" ", tewr,0.32,0.5,0.34,0.6,0.48,0.39,0.38,0.591,0.63,0.686,0.43,0.784,0.437,0.344,0.488,0.38,0.561,0.423,0.452,0.407,0.413,0.5,0.662,0.453,0.622,0.659,0.395,0.634,0.739,0.81,0.342,0.585,0.781,0.616,0.667,0.263,0.213
W#464," ""464"" ", fengint,0.47,0.37,0.39,0.62,0.48,0.338,0.298,0.455,0.5,0.452,0.348,0.603,0.706,0.415,0.393,0.592,0.435,0.44,0.313,0.515,0.328,0.352,0.562,0.348,0.629,0.699,0.357,0.653,0.554,0.699,0.465,0.634,0.794,0.694,0.53,0.255,0.31
W#583," ""583"" ", dizoolexa,0.51,0.34,0.17,0.41,0.48,0.62,0.313,0.563,0.43,0.4,0.52,0.624,0.628,0.686,0.558,0.642,0.4,0.463,0.543,0.449,0.385,0.618,0.327,0.308,0.667,0.667,0.482,0.699,0.877,0.774,0.422,0.768,0.909,0.67,0.711,0.301,0.12
W#276," ""276"" ", lugit,0.49,0.45,0.5,0.36,0.48,0.651,0.447,0.561,0.346,0.53,0.602,0.556,0.333,0.638,0.383,0.639,0.527,0.49,0.464,0.775,0.434,0.368,0.364,0.576,0.505,0.685,0.341,0.57,0.473,0.524,0.392,0.486,0.727,0.463,0.382,0.434,0.398
W#598," ""598"" ", ociramma,0.6,0.31,0.35,0.4,0.48,0.625,0.602,0.475,0.382,0.375,0.634,0.382,0.765,0.739,0.678,0.699,0.473,0.407,0.423,0.404,0.5,0.802,0.42,0.515,0.565,0.557,0.505,0.56,0.592,0.753,0.604,0.677,0.619,0.558,0.532,0.482,0.246
W#428," ""428"" ", binor,0.36,0.51,0.56,0.57,0.48,0.377,0.539,0.636,0.432,0.542,0.251,0.76,0.363,0.308,0.487,0.512,0.639,0.521,0.431,0.669,0.597,0.444,0.542,0.364,0.444,0.642,0.408,0.667,0.448,0.676,0.434,0.337,0.633,0.351,0.603,0.34,0.347
W#568," ""568"" ", astauand,0.62,0.22,0.43,0.25,0.48,0.774,0.494,0.419,0.33,0.241,0.615,0.402,0.329,0.782,0.758,0.775,0.517,0.521,0.416,0.568,0.392,0.63,0.205,0.688,0.556,0.57,0.381,0.411,0.521,0.582,0.682,0.524,0.427,0.773,0.333,0.596,0.233
W#29,29, dug,0.17,0.78,0.33,0.38,0.48,0.527,0.673,0.675,0.927,0.862,0.377,0.847,0.078,0.463,0.161,0.198,0.883,0.713,0.172,0.56,0.349,0.674,0.464,0.341,0.615,0.756,0.52,0.843,0.67,0.793,0.26,0.674,0.875,0.45,0.669,0.085,0.358
W#232,232, gip,0.68,0.7,0.31,0.6,0.47,0.199,0.464,0.331,0.348,0.701,0.181,0.278,0.419,0.303,0.447,0.214,0.484,0.485,0.471,0.519,0.318,0.558,0.554,0.588,0.462,0.525,0.532,0.558,0.648,0.676,0.283,0.645,0.685,0.272,0.757,0.375,0.307
W#83,83, ngod,0.36,0.44,0.3,0.32,0.47,0.686,0.541,0.542,0.635,0.595,0.506,0.624,0.233,0.596,0.481,0.551,0.611,0.702,0.333,0.567,0.34,0.583,0.348,0.402,0.614,0.652,0.493,0.659,0.729,0.483,0.333,0.636,0.664,0.518,0.56,0.395,0.341
W#521," ""521"" ", abacot,0.49,0.46,0.43,0.48,0.47,0.417,0.527,0.442,0.444,0.426,0.303,0.507,0.37,0.611,0.438,0.545,0.407,0.609,0.303,0.712,0.5,0.631,0.442,0.461,0.537,0.63,0.488,0.645,0.613,0.762,0.604,0.436,0.51,0.5,0.52,0.443,0.325
W#467," ""467"" ", defipengu,0.44,0.3,0.26,0.45,0.47,0.438,0.438,0.554,0.612,0.405,0.563,0.548,0.487,0.658,0.53,0.648,0.39,0.613,0.39,0.403,0.349,0.631,0.463,0.367,0.56,0.673,0.583,0.744,0.738,0.836,0.472,0.682,0.807,0.743,0.537,0.249,0.17
W#194,194, lister,0.52,0.5,0.55,0.66,0.47,0.414,0.336,0.39,0.304,0.352,0.55,0.511,0.381,0.574,0.484,0.533,0.463,0.258,0.449,0.679,0.583,0.255,0.659,0.459,0.5,0.504,0.415,0.567,0.295,0.453,0.525,0.473,0.677,0.445,0.45,0.532,0.575
